,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
10,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,3,,Thesaurus,*,,,,$0,,,,"only name: $a, $b, $c, $d, $g, $j, $q $u",,$0 type is right and no $1,,no source,,https://www.rdaregistry.info/Elements/w/object/#P10262,has subject family,IRI,,"<work> rdawo:P10262 <converted $0> . // has subject family
<converted $0> rdaad:P50376 stripEndStop(concatenateOA($a, $b, $c, $d, $g, $j, $q $u))” . // has access point for family
- CP 2024-12-02", ,coded for FAST- CP 2024-08-29
11,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,3,,Thesaurus,*,,,,$0|$1,,,,"only name: $a, $b, $c, $d, $g, $j, $q $u",,$0 or $1 type is unapproved,,,,http://rdaregistry.info/Elements/a/P50052,has identifier for family,structured description,,"<familyIRI> rdawd:P50052 ""$0 or $1 value"". // has identifier for family",,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iic1-0s-and-1s-for-rda-entities
12,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,3,,Thesaurus,*,,,,"$a, $b, $c, $d, $g, $j, $q $u",,,, ,,no $1|$0 or $1|$0 uri is not for the name,,source in ind2 or $2,,https://www.rdaregistry.info/Elements/w/object/#P10262,has subject family,IRI,,"<work> rdawo:P10262 <familyIRI> . // has subject family
<familyIRI> nomen property <nomenIRI>
<nomenIRI> rdan:P80068 stripEndStop(concatenateOA($a, $b, $c, $d, $g, $j, $q $u))” . // has nomen string
<nomenIRI> rdan:P80069 <scheme> .// has scheme of nomen

If $2 is approved source, use rdaao:P50409 .// has authorized access point for family. If unapproved use rdaao:P50376 .// has access point for family
- CP 2024-12-02",,coded - CP 2024-08-29
13,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,3,,Thesaurus,*,,,,"$a, $b, $c, $d, $g, $j, $q $u",,,, ,,no $1|$0 or $1|$0 uri is not for the name,,no source,,https://www.rdaregistry.info/Elements/w/datatype/#P10262,has subject family,IRI,,"<work> rdawo:P10262 <familyIRI> . // has subject family
<familyIRI> rdaad:P50376 stripEndStop(concatenateOA($a, $b, $c, $d, $g, $j, $q $u))” . // has access point for family
- CP 2024-12-02",,coded - CP 2024-08-29
14,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*, ,Thesaurus,*,,,,$1,,,,"only name & title: $a, $b, $c, $d, $j, $q, $u, $t, $f, $g, $k, $l, $m, $n, $o, $p, $r, $s",,,,source in ind2 or $2,,https://www.rdaregistry.info/Elements/w/object/#P10257,has subject work,IRI,,"<work> rdawo:P10257 <$1> . // has subject work
<$1> nomen property <nomenW> 
<nomenW> rdand:P80068 ""stripEndStop(concatenateOA($a, $b, $c, $d, $f, $g, $j, $k, $l, $m, $n, $o, $p, $q, $r, $s, $t, $u)"" . // has nomen string; OA = in order of appearance
<nomenW> rdano:P80069 <tScheme(2nd indicator or $2)> . // has scheme of nomen
<nomenIRI> rdan:P80069 <scheme> .// has scheme of nomen

If $2 is approved source, use rdawo:P10331 .// has authorized access point for work. If unapproved use rdawo:P10328 .// has access point for work
- CP 2024-11-28",,coded - CP 2024-08-29
15,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*, ,Thesaurus,*,,,,$1,,,,"only name & title: $a, $b, $c, $d, $j, $q, $u, $t, $f, $g, $k, $l, $m, $n, $o, $p, $r, $s",,,,no source,,https://www.rdaregistry.info/Elements/w/object/#P10257,has subject work,IRI,,"<work> rdawo:P10257 <$1> . // has subject work
<$1> rdawd:P10328  ""stripEndStop(concatenateOA($a, $b, $c, $d, $f, $g, $j, $k, $l, $m, $n, $o, $p, $q, $r, $s, $t, $u)"" . // has access point for work",,coded - CP 2024-08-29
16,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*, ,Thesaurus,*,,,,$0,,,,"only name & title: $a, $b, $c, $d, $j, $q, $u, $t, $f, $g, $k, $l, $m, $n, $o, $p, $r, $s",,$0 type is right and no $1,,source in ind2 or $2,,https://www.rdaregistry.info/Elements/w/object/#P10257,has subject work,IRI,,"<work> rdawo:P10257 <converted $0> . // has subject work
<converted $0> nomen property <nomenW> 
<nomenW> rdand:P80068 ""stripEndStop(concatenateOA($a, $b, $c, $d, $f, $g, $j, $k, $l, $m, $n, $o, $p, $q, $r, $s, $t, $u)"" . // has nomen string; OA = in order of appearance
<nomenW> rdano:P80069 <tScheme(2nd indicator or $2)> . // has scheme of nomen

If $2 is approved source, use rdawo:P10331 .// has authorized access point for work. If unapproved use rdawo:P10328 .// has access point for work
- CP 2024-11-28",,coded for FAST - CP 2024-08-29
17,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*, ,Thesaurus,*,,,,$0,,,,"only name & title: $a, $b, $c, $d, $j, $q, $u, $t, $f, $g, $k, $l, $m, $n, $o, $p, $r, $s",,$0 type is right and no $1,,no source,,https://www.rdaregistry.info/Elements/w/object/#P10257,has subject work,IRI,,"<work> rdawo:P10257 <converted $0> . // has subject work
<converted $0> rdawd:P10328  ""stripEndStop(concatenateOA($a, $b, $c, $d, $f, $g, $j, $k, $l, $m, $n, $o, $p, $q, $r, $s, $t, $u)"" . // has access point for work",,coded for FAST - CP 2024-08-29
18,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,$0|$1,,,,"only name & title: $a, $b, $c, $d, $j, $q, $u, $t, $f, $g, $k, $l, $m, $n, $o, $p, $r, $s",,$0 or $1 type is unapproved,,,,http://rdaregistry.info/Elements/w/P10002,has identifier for work,structured description,,"<subjectWorkIRI> rdawd:P10002 ""$0 or $1 value"". // has identifier for work",,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iic1-0s-and-1s-for-rda-entities
19,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*, ,Thesaurus,*,,,,"$a, $b, $c, $d, $j, $q, $u, $t, $f, $g, $k, $l, $m, $n, $o, $p, $r, $s",,,,$t,,no $1|$0 or $1|$0 uri is not for the name and title,,source in ind2 or $2,,https://www.rdaregistry.info/Elements/w/object/#P10257,has subject work,IRI,,"<work> rdawo:P10257 <workIRI> . // has subject work
<workIRI> nomen property <nomenW> 
<nomenW> rdand:P80068 ""stripEndStop(concatenateOA($a, $b, $c, $d, $f, $g, $j, $k, $l, $m, $n, $o, $p, $q, $r, $s, $t, $u)"" . // has nomen string; OA = in order of appearance
<nomenW> rdano:P80069 <tScheme(2nd indicator or $2)> . // has scheme of nomen

If $2 is approved source, use rdawo:P10331 .// has authorized access point for work. If unapproved use rdawo:P10328 .// has access point for work
- CP 2024-11-28",,coded - CP 2024-08-29
20,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*, ,Thesaurus,*,,,,"$a, $b, $c, $d, $j, $q, $u, $t, $f, $g, $k, $l, $m, $n, $o, $p, $r, $s",,,,$t,,no $1|$0 or $1|$0 uri is not for the name and title,,no source,,https://www.rdaregistry.info/Elements/w/datatype/#P10257,has subject work,IRI,,"<work> rdawo:P10257 <workIRI> . // has subject work
<workIRI> rdawd:P10328  ""stripEndStop(concatenateOA($a, $b, $c, $d, $f, $g, $j, $k, $l, $m, $n, $o, $p, $q, $r, $s, $t, $u)"" . // has access point for work",,coded - CP 2024-08-29
21,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,0|1,,Thesaurus,*,,,,"$a, $b, $c, $d, $g, $j, $q $u",,,,$t,,,,,,https://www.rdaregistry.info/Elements/w/object/#P10312,has related person of work,IRI, ,<Subject Work IRI> has related person of work <Subject PersonIRI>,,
22,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,3,,Thesaurus,*,,,,"$a, $b, $c, $d, $g, $j, $q $u",,,,$t,,,,,,https://www.rdaregistry.info/Elements/w/#P10313,has related family of work,IRI, ,<Subect Work IRI> has related family of work <Subject Family IRI>,,
23,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*, ,Thesaurus,*,,,,$1,,,,"name & title & xyzv:
$a, $b, $c, $d, $j, $q, $u, $t, $f, $g, $k, $l, $m, $n, $o, $p, $r, $s, $v, $x, $y, $z",,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,IRI,,<work> rdaw:P10256 <$1>,,coded - CP 2024-08-29
24,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*, ,Thesaurus,*,,,,$0,,,,"name & title & xyzv:
$a, $b, $c, $d, $j, $q, $u, $t, $f, $g, $k, $l, $m, $n, $o, $p, $r, $s, $v, $x, $y, $z",,$0 type is right and no $1,,,,http://rdaregistry.info/Elements/w/P10256,has subject,IRI,,<work> rdaw:P10256 <converted $0>,,coded for FAST and IRIs in $0 - CP 2024-08-29
25,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*, ,Thesaurus,not 4,,,,"$a, $b, $c, $d, $j, $q, $u, $t, $f, $g, $k, $l, $m, $n, $o, $p, $r, $s, $v, $x, $y, $z",,,,"name & title & xyzv:
$a, $b, $c, $d, $j, $q, $u, $t, $f, $g, $k, $l, $m, $n, $o, $p, $r, $s, $v, $x, $y, $z",,no $1|$0 ,,,,http://rdaregistry.info/Elements/w/P10256,has subject,IRI,,"<work> rdaw:P10256 <tConcept(field)> . // has subject; complete heading
<tConcept(field)> skos:prefLabel ""stripEndStop(concatenateOA($a, $b, $c, $d, $j, $q, $u, $t, $f, $g, $k, $l, $m, $n, $o, $p, $r, $s, $v, $x, $y, $z))""
<tConcept(field)> skos:inScheme <tScheme(2nd indicator or $2)> . // has scheme of nomen
2nd indicator -- rdf:datatype -- Check decision II.K.",,coded - CP 2024-08-09
26,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*, ,Thesaurus,4,,,,"$a, $b, $c, $d, $j, $q, $u, $t, $f, $g, $k, $l, $m, $n, $o, $p, $r, $s, $v, $x, $y, $z",,,,"name & title & xyzv:
$a, $b, $c, $d, $j, $q, $u, $t, $f, $g, $k, $l, $m, $n, $o, $p, $r, $s, $v, $x, $y, $z",,no $1|$0 ,,,,https://www.rdaregistry.info/Elements/w/datatype/#P10256 ,has subject,unstructured description,,"<work> rdawd:P10256 ""stripEndStop(concatenateOA($a, $b, $c, $d, $j, $q, $u, $t, $f, $g, $k, $l, $m, $n, $o, $p, $r, $s, $v, $x, $y, $z))",,coded - CP 2024-08-09
27,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*, ,Thesaurus,not 4,,,,$v,,,,,, ,,,,https://www.rdaregistry.info/Elements/w/#P10004,has category of work,IRI,,"<work> rdaw:P10004 <tConcept(field)> . // has category of work
<tConcept(field)> skos:prefLabel “$v” .
<tConcept(field)> skos:inScheme <tScheme(2nd indicator or $2)>
",,coded when no $0/$1 - CP 2024-08-29
28,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*, ,Thesaurus,4,,,,$v,,,,,, ,,,,https://www.rdaregistry.info/Elements/w/datatype/#P10004,has category of work,unstructured description,,<work> rdawd:P10004 “$v”,,coded when no $0/$1 - CP 2024-08-29
29,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,"$a, $b, $c, $d, $j, $q, $u, $t, $f, $g, $k, $l, $m, $n, $o, $p, $r, $s",,,,,,,,,,,,,,"follow Headings Fields Attribute Mapping table for relationships to person or family, and/or work - CP 2024-12-02",,
30,done,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,6,,,,,,,,,,,,,,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iig-6,,
31,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,"a,b,c,d,f,g,k,l,n,p,q,t,u",,,,,,,,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,STRUCTURED,,,,
32,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,1,Surname,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10261,has subject person,identifier,,,,
33,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,1,Surname,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10325,is description of person,identifier,,,,
34,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,1,Surname,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10261,has subject person,IRI,,,,
35,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,1,Surname,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10325,is description of person,IRI,,,,
36,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,3,Family name,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10262,has subject family,identifier,,,,
37,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,3,Family name,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10320,has subject collective agent,identifier,,,,
38,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,3,Family name,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10327,is description of family,identifier,,,,
39,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,3,Family name,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10339,is description of collective agent,identifier,,,,
40,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,3,Family name,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10262,has subject family,IRI,,,,
41,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,3,Family name,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10320,has subject collective agent,IRI,,,,
42,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,3,Family name,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10327,is description of family,IRI,,,,
43,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,3,Family name,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10339,is description of collective agent,IRI,,,,
44,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10100,is description of work,IDENTIFIER,,,,
45,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10140,is analysis of work,IDENTIFIER,,,,
46,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10153,is evaluation of work,IDENTIFIER,,,,
47,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10178,is review of work,IDENTIFIER,,,,
48,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10182,is critique of work,IDENTIFIER,,,,
49,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10187,is commentary on work,IDENTIFIER,,,,
50,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,IDENTIFIER,,,,
51,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,IDENTIFIER,,,,
52,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10257,has subject work,IDENTIFIER,,,,
53,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10258,has subject expression,IDENTIFIER,,,,
54,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10259,has subject manifestation,IDENTIFIER,,,,
55,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10261,has subject person,IDENTIFIER,,,,
56,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10271,is description of manifestation,IDENTIFIER,,,,
57,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10272,is analysis of manifestation,IDENTIFIER,,,,
58,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10273,is evaluation of manifestation,IDENTIFIER,,,,
59,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10274,is review of manifestation,IDENTIFIER,,,,
60,first pass,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10275,is critique of manifestation,IDENTIFIER,,,,
